Id,Predicted
960,2570.2029420423805
972,2525.224592676926
977,2716.3984360691857
984,2482.079998451549
994,2524.875893801238
995,2474.6423598532947
1007,2425.7157980075467
1011,2619.0323693911996
1014,2389.8766819291545
1015,2519.758205482648
1016,2549.2921856328817
1021,2420.7084780463615
1028,2452.078431750979
1034,2735.845717036919
1038,2460.5268188288765
1044,2445.1147863413094
1046,2404.811892725004
1048,2401.9179477095245
1049,2591.4226217022892
1051,2441.0323613495175
1052,2526.6933120089166
1054,2437.3863909605325
1059,2510.1478567076288
1060,2575.3319114003166
1068,2512.1860956500923
1069,2460.882503103956
1071,2408.431780280831
1077,2426.758380736112
1082,2397.3951148554634
1091,2518.482890766098
1094,2497.6957790061997
1098,2580.054031864844
1105,2344.873649055688
1109,2569.1518664470896
1112,2430.0762923791185
1115,2470.8090290110763
1116,2572.402664005365
1124,2432.540387534212
1130,2534.5704663482784
1141,2581.605610969471
1143,2624.8436557568693
1144,2407.0128194396807
1155,2650.839854396129
1157,2653.7738509029286
1158,2440.2061249879894
1160,2527.5053212219373
1161,2570.2980248123326
1167,2447.907118736726
1170,2429.694044498145
1174,2700.0538514763034
1178,2514.310771142401
1179,2453.8907549629503
1181,2613.4290746327374
1184,2632.184156140567
1187,2469.5958622771004
1190,2461.2199806256517
1191,2582.4722576519
1194,2468.1033792593594
1196,2369.8085464514756
1198,2426.716025899428
1199,2430.750000125449
1201,2424.9142363937553
1205,2449.0280357006236
1206,2417.9939442853497
1211,2470.714038576552
1215,2662.910897471718
1217,2522.277965443899
1218,2435.6992594124404
1225,2416.0508939878787
1226,2441.4584190836945
1229,2466.1435948456424
1231,2417.1678512433646
1232,2592.5399230361877
1233,2596.791280928354
1237,2425.785393928294
1240,2646.8387716899524
1246,2338.2987989552144
1247,2526.2005065263584
1249,2602.953067611234
1262,2517.2419745199927
1274,2781.0083647843953
1275,2712.376113689146
1279,2568.770806573493
1281,2521.4932244149886
1282,2597.3137627768137
1289,2503.5200960407046
1290,2431.7734540965025
1292,2492.3829787301715
1294,2459.284548343485
1297,2617.495089543947
1298,2377.957056701077
1302,2467.0024251147274
1309,2586.4531534315374
1313,2541.0160123454602
1316,2411.5858435480827
1317,2476.842213205648
1321,2503.558458037851
1325,2479.3827845349715
1329,2354.496798237875
1332,2485.359250850761
1334,2591.1556200075074
1335,2453.898631468996
1337,2409.252569312548
1342,2591.7782609073706
1345,2605.244254147606
1346,2690.7469336533086
1347,2565.6137938449237
1348,2568.69655718589
1359,2503.8208255130357
1362,2531.7042750940445
1364,2555.08669009211
1365,2443.991889319014
1367,2456.4821136827477
1368,2555.893470497859
1373,2456.4229359862356
1375,2531.802776165563
1377,2406.788305217006
1381,2487.2765433765035
1384,2519.055300309085
1386,2526.9634348610057
1387,2547.9735866402602
1390,2534.4281990368736
1403,2596.6254500843343
1404,2560.365217906287
1408,2526.792940754707
1409,2375.02422539478
1413,2554.7916966519792
1414,2442.067210596057
1415,2419.7384553335555
1416,2563.5372942977046
1418,2478.5079380746993
1421,2317.426148757972
1422,2432.989766766517
1430,2467.8639774487674
1432,2467.669724948297
1449,2553.6602207835845
1460,2439.4824995873914
1461,2537.460109030054
1462,2480.581574188463
1465,2487.0434705837333
1476,2482.9009837883887
1487,2498.8840656836314
1491,2603.4049122096653
1493,2505.9661885831506
1494,2622.690781214109
1502,2397.443253424251
1504,2382.9842347586164
1507,2562.3237517370903
1521,2656.897431264068
1523,2623.3374610929595
1525,2593.3945872012687
1528,2434.53938373114
1529,2436.4615636158223
1532,2412.1674233099375
1534,2493.154922322045
1539,2577.2145809131794
1541,2399.5683965983494
1565,2437.37745582472
1567,2512.4993700706177
1570,2470.147682171369
1573,2428.278359261315
1575,2513.0969916004256
1580,2572.8450696632804
1583,2405.980716808409
1587,2530.929830038716
1592,2478.4520062506963
1601,2396.05238521482
1602,2439.5515350140754
1605,2389.2494946186525
1612,2487.6158949299147
1615,2502.8200144478596
1622,2403.8250571817057
1624,2358.1576786870564
1626,2619.0507670601855
1629,2399.5259937534697
1632,2648.8483284608365
1635,2390.811995077552
1637,2461.210232371141
1642,2542.0642807438053
1643,2348.688665253346
1644,2518.2986635824273
1649,2455.304505011654
1650,2513.8754151566764
1669,2500.853585152927
1671,2632.5228525242646
1679,2541.016782053909
1682,2473.639972212816
1685,2591.772338794633
1686,2499.91083969662
1690,2536.0642025333
1691,2568.219910366172
1693,2479.367514941389
1694,2457.825632933488
1696,2457.1650823021328
1711,2524.8117101743674
1718,2564.1377219743176
1724,2792.9235246987746
1726,2636.340385124554
1727,2591.324460098474
1734,2451.7982509107756
1748,2410.8024967412957
1751,2416.645086199567
1755,2563.797698916702
1758,2517.087335796869
1768,2525.141457023104
1790,2365.1937437023516
1792,2497.106846474459
1798,2590.2869049628844
1800,2615.19452935814
1802,2543.5834124749113
1806,2528.158037907208
1807,2409.059240880326
1819,2492.812496008533
1825,2430.041880526422
1845,2404.749098906651
1846,2504.946311710798
1849,2409.300425163805
1856,2530.625206451471
1859,2441.1578802629697
1860,2461.1422028730426
1863,2515.2648073167143
1871,2479.8340580051126
1872,2494.818188317855
1873,2467.2095555126893
1889,2549.8731039793493
1890,2468.6749539210773
1894,2532.1457496223975
1895,2533.58312991612
1900,2480.4544679702253
1904,2479.162747550814
1906,2543.8788393347722
1907,2496.328747775257
1909,2527.4428929774767
1910,2465.7411830417163
1912,2513.914879332206
1915,2575.832205082632
1919,2456.3207367927125
1927,2680.829802101491
1930,2589.9690929955123
1931,2547.3126158465548
1933,2445.2758713865182
1937,2510.5665058397162
1951,2537.210411072286
1952,2585.9351677017808
1960,2535.1830152573443
1962,2552.4442292620074
1967,2549.3282843113125
1968,2459.2612095533264
1969,2470.6119396187005
1975,2600.9041809981663
1977,2471.6769571556206
1978,2454.051695328325
1981,2495.839126268362
1984,2430.2079126276485
1987,2665.980981601939
1988,2477.1225772778107
1996,2546.860943323641
1998,2607.9529071916827
1999,2605.63275856478
2000,2570.2980248123326
2003,2598.8460840471894
2006,2545.677662146565
2007,2352.6256033577447
2013,2467.1186123022817
2014,2713.7916538484938
2016,2551.782767499586
2022,2513.901913356497
2026,2524.4759204987754
2028,2554.8504862273526
2029,2415.841489507429
2040,2655.701940349193
2042,2377.4938862077224
2043,2420.5330647096253
2046,2440.3345922051626
2050,2446.064315143193
2063,2691.914922169823
2065,2467.487103083446
2066,2473.9033575564436
2068,2437.4269671829247
2073,2550.969015031975
2077,2474.202307541175
2079,2574.268418707397
2082,2631.6436880562123
2085,2561.8618497491784
2088,2557.8204752895945
2093,2618.255632691724
2096,2417.6547136043223
2105,2431.225783794736
2109,2534.97526890534
2111,2457.658766744744
2112,2525.0944080498643
2114,2463.6662414888124
2135,2553.711590871554
2144,2521.3669768143614
2146,2513.4017291732994
2148,2574.54022168122
2149,2401.32855188034
2153,2364.8574017424744
2159,2409.0199774836274
2162,2418.3302498727985
2167,2551.129286031669
2171,2575.541805337082
2182,2593.7948388459326
2190,2367.6008591513237
2194,2368.7070629023738
2195,2596.497962847404
2201,2573.9327700942026
2204,2448.425213940441
2211,2495.2021853613805
2217,2437.403332450884
2226,2483.911196521207
2228,2540.9854597527233
2234,2565.5422695610628
2239,2426.104840670696
2241,2440.889451826823
2243,2468.3154684576025
2254,2531.764918054571
2258,2512.374113641984
2259,2456.1250453046932
2263,2389.0324939624275
2265,2580.9551697717607
2268,2527.76279751936
2279,2518.865441846772
2280,2469.9990824152264
2282,2400.5398529373097
2296,2425.0693733637654
2302,2519.2208070351767
2303,2340.729530801393
2307,2569.6963563922177
2317,2511.2600853988324
2320,2443.2976178426416
2321,2424.231657911162
2330,2427.3312840114877
2331,2418.1870388875022
2334,2409.1162600795324
2342,2500.7036390186813
2345,2382.509646170498
2352,2495.4787472702674
2353,2468.6384699108903
2357,2607.1627221571453
2359,2584.7810897098725
2360,2413.597450909641
2362,2339.0924168484316
2364,2401.9540455857846
2366,2484.462030006388
2367,2368.0258610153596
2368,2465.906023692643
2376,2530.272679852138
2378,2518.3371735564538
2383,2548.0209373902608
2385,2441.647397264145
2386,2435.9873721150198
2389,2540.089801883009
2393,2466.7243633297217
2402,2449.3087206701352
2407,2572.8535998807033
2421,2467.2918876360172
2427,2525.1778039295727
2430,2492.873310012192
2432,2634.4377807372316
2437,2310.4079791985787
2452,2642.3026619037814
2455,2527.54926180271
2458,2516.7216944309034
2460,2518.986537062275
2461,2578.153708410769
2463,2508.8203922412326
2466,2592.76804421321
2467,2382.138168281427
2468,2464.382048472897
2470,2509.431891789437
2478,2615.16432689159
2480,2543.196762267827
2481,2543.3498456299485
2489,2474.483156652119
2490,2433.9523338398794
2492,2523.410747579272
2496,2469.5235701272954
2502,2373.2934642791756
2522,2552.0349067794227
2524,2523.9542646156133
2526,2482.0767282306247
2528,2559.2925428494877
2530,2508.7598607699224
2541,2503.200532325385
2546,2603.3210644788537
2548,2391.234696417467
2549,2442.7337621142246
2550,2441.8241257630157
2553,2514.8570904581256
2558,2531.440873449029
2566,2504.3216934789084
2567,2424.7603593406225
2568,2550.5763509760623
2570,2451.475771313121
2574,2588.2167628574302
2580,2461.750808686214
2584,2514.4271178896292
2585,2500.3250451034523
2587,2579.086868140459
2595,2410.6300485801016
2596,2393.82281941857
2601,2317.6919096972483
2607,2594.966062247615
2610,2455.239246111327
2611,2463.084922288825
2615,2581.428681963445
2623,2469.607242786416
2625,2371.11161399118
2634,2362.838894421188
2638,2534.3852207524183
2644,2505.7607165854033
2645,2582.9600669455003
2661,2702.0410338542556
2665,2489.0277470309957
2676,2313.2424944071895
2677,2549.5308437710282
2679,2541.1670346985993
2681,2624.2474805006527
2685,2555.0252957982448
2687,2637.2256995349185
2692,2442.50186754641
2697,2406.5648381124292
2701,2448.6214698357658
2702,2599.917688443963
2708,2503.779934649143
2719,2415.188862530106
2729,2491.9105715872297
2734,2561.6932497454504
2735,2518.9276239658375
2737,2466.7221401132088
2738,2351.004477221389
2740,2545.911544267988
2744,2480.4956035534387
2748,2559.1767823938917
2750,2482.123910760209
2753,2565.65458695106
2757,2446.3738902286364
2758,2390.299789469665
2763,2527.705133997266
2767,2386.6778133072908
2771,2502.7511227741265
2773,2522.216356149521
2778,2419.1814667302183
2782,2580.680067748088
2783,2381.488874009875
2784,2494.628537154463
2787,2405.418663269492
2789,2499.9956641383465
2791,2460.549302502465
2793,2397.088802328966
2797,2543.3498456299485
2802,2509.309712961142
2820,2619.800871236172
2822,2449.3726361175018
2826,2540.6462379735613
2828,2510.146533359526
2832,2445.4939257065002
2833,2473.852567426729
2835,2556.212621788785
2836,2606.0889556527845
2841,2509.25954232735
2850,2509.558793628117
2855,2518.748569922031
2858,2761.7184381521006
2860,2503.1794290515018
2861,2476.391391037153
2864,2647.8763840533297
2866,2493.451789548602
2882,2444.631683802566
2883,2494.88610535259
2892,2558.7733621606476
2894,2459.9044855938882
2896,2598.583898239497
2900,2482.016184811321
2902,2395.987062606255
2910,2481.022000036652
2911,2398.39963429807
2912,2440.6729134323036
2916,2517.7369863834438
2923,2431.1569912165073
2929,2707.3101193287007
2934,2402.300278233924
2936,2628.8465418664646
2939,2389.2305605264614
2946,2574.43278998013
2948,2526.5425442226338
2952,2555.1176033992324
2954,2559.324841360884
2955,2466.763716098398
2957,2482.4019951864525
2962,2556.2969545216074
2964,2414.9027023689214
2966,2515.4259278159284
2970,2560.602500067298
2974,2511.7431870515547
2982,2668.4037220480614
2987,2515.886009178673
2988,2591.4951339192785
2990,2600.6218977394897
2995,2554.819283190858
2996,2419.686665004439
2999,2452.4490358033886
3003,2567.2424090151026
3006,2393.3721467535092
3007,2394.7528011969216
3008,2458.6400789121667
3010,2389.8911051240425
3013,2378.601765046735
3015,2520.831935533671
3017,2419.9747028761444
3023,2537.9580242588
3027,2356.5477231300106
3035,2636.645911075537
3038,2419.178346161286
3041,2258.706122666977
3045,2535.4152002088595
3049,2482.746725862024
3051,2438.1182019419543
3052,2592.7090520895613
3063,2402.6446278550557
3066,2617.595065695945
3074,2670.808946697346
3078,2590.837432830768
3080,2526.719657573563
3082,2531.741633552716
3087,2464.3093717454635
3089,2593.750555065344
3092,2438.7370590629434
3104,2630.9175827027852
3105,2461.7729462804664
3109,2359.442819956314
3110,2523.4612707185424
3116,2458.6667141370945
3117,2419.5025789434226
3118,2571.8707540394175
3119,2382.2297927753884
3120,2563.9632266295102
3121,2566.4771004690456
3122,2568.1842941905184
3123,2467.600196872778
3131,2393.362516069397
3134,2573.6522616382704
3137,2534.2414573018577
3144,2531.04573239763
3146,2464.613814582609
3148,2436.174647225082
3154,2413.2710201324126
3158,2609.9530107283704
3162,2599.7745298761984
3164,2620.6802155558003
3168,2446.3862884056216
3169,2597.07637222076
3170,2497.2488538690427
3174,2418.1063743676477
3176,2476.6254484338538
3177,2425.220616445065
3178,2555.848016457322
3180,2637.0063499780904
3184,2502.001147174149
3186,2592.1084968372284
3197,2467.805282417347
3204,2557.347287405608
3214,2507.796700775029
3226,2604.2814664578873
3229,2430.8535772814676
3234,2501.5700185370383
3235,2536.490419453937
3239,2543.3498456299485
3246,2397.5055636687325
3248,2574.268418707397
3253,2496.801108093417
3256,2580.086355091922
3258,2372.5820985001883
3259,2571.6824240999495
3263,2416.065656909758
3266,2389.481262325531
3276,2676.2748092274146
3286,2651.7116387383194
3291,2364.8574017424744
3295,2417.2302429081524
3299,2438.0891880797617
3301,2568.1419729557533
3305,2481.492134777151
3313,2602.3569125514914
3315,2519.1857064552073
3319,2526.8567787786956
3321,2546.3738656094697
3322,2687.490171912988
3324,2391.6970533424897
3326,2541.5464880471627
3327,2517.6463818794714
3328,2537.173027712263
3330,2474.992445481761
3331,2487.1310608767003
3334,2442.2142367815877
3340,2543.620742687454
3343,2519.3762659280596
3344,2436.4820815151893
3351,2479.972946695584
3353,2482.658828051538
3355,2432.4183058292033
3364,2540.834447309408
3366,2467.756202668665
3367,2492.3829787301715
3368,2620.2810291953715
3369,2565.479756311542
3372,2509.431891789437
3374,2608.119245146681
3380,2441.302469521684
3384,2507.968484889377
3389,2575.174893375082
3390,2542.964194189405
3393,2479.7020407891064
3395,2473.073408817065
3400,2375.1057644119696
3405,2451.561738057276
3413,2562.136945330139
3417,2579.2132554845653
3429,2583.63761629858
3443,2497.987464336989
3446,2515.8018973693747
3448,2533.9005235847503
3453,2477.5902335201704
3455,2581.4943099964053
3456,2404.8500346293126
3459,2580.0529023127747
3462,2526.4997846893516
3463,2462.3910769246836
3464,2450.772223990814
3472,2481.115809096869
3473,2412.8804926837465
3476,2423.5651081494348
3480,2380.4668981045043
3483,2477.928069127403
3486,2372.8737587856594
3488,2499.8505184803817
3490,2647.082268245721
3491,2633.6566192044947
3492,2570.8611359716324
3493,2437.9291615538928
3496,2531.4427206314936
3497,2564.4115723795153
3499,2440.1672503642753
3502,2499.0374901189402
3508,2566.2795871924623
3509,2467.6345389463736
3513,2373.966103013654
3514,2640.0109032934383
3518,2340.926823995221
3527,2573.496861363271
3528,2435.6963791517405
3532,2469.324416344967
3535,2457.9221501976945
3536,2600.2021445323367
3541,2436.5014165057178
3543,2698.1417492830274
3544,2698.414798250517
3547,2451.086182063592
3556,2527.5702465105333
3557,2522.3507816551755
3562,2494.335509155398
3573,2480.9056069130233
3580,2353.776797437791
3583,2525.9284777409484
3586,2492.691567281413
3595,2563.428008753132
3596,2581.428681963445
3602,2407.031929145892
3605,2523.969765665549
3607,2458.8692372371434
3610,2451.561738057276
3616,2476.616930819899
3622,2564.7456075226405
3623,2539.356586652642
3625,2429.8298099120493
3635,2619.383644072564
3636,2436.189348766929
3644,2585.6847901774427
3654,2491.8600742742187
3659,2641.6850205080323
3670,2422.4883382143494
3683,2628.2659621532966
3684,2611.7317996779425
3689,2607.804065556572
3691,2392.1427179079647
3696,2437.1460700398443
3705,2504.8727950423868
3707,2651.6895412584745
3715,2479.615865488433
3718,2472.5129267174993
3719,2387.9927136226106
3721,2575.7572118044877
3728,2565.736808708175
3739,2429.162201000288
3741,2391.6323676971383
3744,2464.4783007380156
3750,2560.705034685501
3754,2575.623426191768
3764,2571.8463601042345
3766,2489.6864941517633
3774,2431.5785130567297
3778,2566.111565866676
3781,2478.5079380746993
3784,2593.6113430723635
3794,2633.339295492208
3795,2452.9412444836125
3796,2480.6282543431303
3797,2429.1395941003457
3800,2477.1309502281433
3808,2435.744033522033
3810,2544.9103135475334
3816,2662.8262390854
3819,2515.4479240471733
3824,2365.1426344272386
3826,2732.473417219055
3827,2539.337046669371
3829,2570.346724821403
3835,2698.429582320718
3839,2381.5774992938796
3842,2545.4308314659716
3843,2536.808880552248
3847,2515.523184810895
3854,2311.448676651307
3856,2447.4726760476597
3859,2479.7460249673995
3860,2492.4506446129003
3862,2473.4287104277037
3863,2377.383448798949
3865,2585.9351677017808
3867,2573.63215908485
3869,2470.2268479000377
3870,2446.0717513042537
3871,2540.1732268918067
3873,2649.094787829215
3874,2534.4503067044793
3877,2350.876412853712
3881,2345.1084731782134
3882,2407.765450176869
3885,2500.3617778540056
3888,2599.9500379034944
3898,2637.4558104508274
3902,2590.940851524691
3904,2516.8974210755764
3905,2505.982916301411
3911,2453.700446720953
3920,2557.6266634912404
3925,2570.315425034273
3926,2501.25538064954
3927,2539.4140141177354
3933,2705.487241131542
3934,2715.74689328788
3949,2699.851038566987
3950,2547.0361881480417
3955,2531.86337614079
3956,2564.2635208339525
3958,2596.6695600578737
3960,2407.9888185673526
3961,2412.9568799618837
3964,2535.8284050817947
3968,2490.0018208223983
3975,2413.7685139032956
3982,2518.6483242810864
3983,2505.7442940502838
3986,2486.247569872386
3993,2419.7580729120364
3994,2616.7318843931066
3995,2469.2431663401862
3999,2383.4611579254065
4001,2461.3235310245286
4005,2505.8764038353975
4014,2537.914390064627
4020,2356.5552562141097
4029,2417.946243376327
4031,2392.9119743344504
4041,2486.8208216643097
4046,2555.011495497356
4054,2467.8087909123346
4055,2634.3667534310207
4058,2528.167813874549
4065,2468.827519811821
4068,2530.0186140647593
4070,2493.842217997121
4073,2419.1928766554424
4076,2549.0012763481463
4082,2425.6423881504684
4086,2565.9406840005404
4091,2477.303690133486
4095,2608.149286133308
4101,2466.634050645088
4105,2455.441484051036
4108,2464.285008732496
4110,2478.54770897193
4111,2496.5025785417647
4112,2623.5274072737016
4114,2552.0430465434065
4116,2461.2563702997018
4117,2423.5449489029493
4121,2595.6474679565354
4124,2476.5171271713334
4126,2523.658428303898
4129,2554.595930318072
4133,2432.8990144591503
4138,2586.893290160286
4143,2429.344004236196
4145,2622.5255585620894
4148,2536.312864814525
4150,2540.7516339468575
4152,2477.8754339098778
4157,2435.842029859647
4172,2472.2744458199127
4180,2498.162484970901
4186,2524.8089448698465
4189,2534.6678551815153
4192,2706.1836741329985
4193,2449.38940004005
4197,2616.161621191077
4198,2543.248057135536
4201,2570.12470298798
4205,2522.2711641567503
4213,2531.8190443001095
4219,2500.7233480061604
4223,2513.8105725102973
4231,2555.911668255097
4233,2518.547291696666
4234,2541.9658921111686
4239,2370.614182126899
4243,2560.9211471270914
4246,2418.7374356374894
4250,2441.585732900431
4251,2433.6295231493323
4267,2504.5567761379184
4268,2406.417705187694
4270,2575.1805227455097
4272,2511.1938194658833
4279,2519.056500615961
4282,2486.0688987921426
4283,2433.469390311494
4286,2372.6148841445743
4287,2566.724847176621
4288,2586.774677156007
4290,2555.0996297428464
4293,2543.3498456299485
4296,2545.7143990443874
4304,2501.5988794655495
4320,2382.5996418250375
4328,2573.603543547953
4329,2565.1814725770264
4330,2579.0737164436878
4334,2472.5226508212913
4342,2515.366136422922
4348,2581.2007702048754
4351,2527.32479505054
4359,2496.1834664759403
4360,2657.3382131626604
4361,2429.312621428571
4366,2415.1372565502556
4367,2599.623518374462
4371,2545.179711226088
4373,2498.3046758790356
4374,2711.622571101878
4378,2524.57261761148
4380,2554.6194435189377
4383,2654.7367430430672
4384,2504.245712828111
4387,2579.408480128978
4396,2523.9669839605135
4401,2520.6379456940726
4403,2578.5877094366483
4404,2418.8995595598844
4405,2603.4049122096653
4406,2430.0073749755925
4409,2690.0763892339583
4411,2592.989392583236
4416,2633.937818635285
4419,2432.041854123656
4420,2423.0975831882342
4422,2533.1870649765688
4429,2443.655754483887
4430,2416.0411609338807
4433,2367.035870025114
4435,2601.0301420615788
4438,2405.049453520588
4440,2529.9299440411924
4441,2409.349639169168
4447,2550.9468732736045
4448,2487.8026903569075
4456,2472.892657115576
4458,2543.629875013352
4460,2540.8232403564666
4464,2544.9527519269263
4473,2485.6179105327383
4475,2451.0631761817663
4476,2495.9373426254256
4477,2382.9895632464504
4480,2426.7852522071116
4481,2518.538009332008
4483,2487.2257078080747
4487,2639.8796439875396
4490,2558.913273062851
4492,2333.4276437118465
4500,2468.2547763394823
4502,2542.763603083266
4503,2541.9157714565586
4515,2461.244285363873
4518,2428.7185593765485
4525,2366.0105949801496
4527,2552.7412966182437
4537,2451.6400843997944
4539,2503.5832504293903
4540,2516.426869455995
4542,2496.1835352210833
4543,2531.440873449029
4544,2398.693832779813
4546,2704.13303504204
4560,2545.18167769869
4561,2461.1499100224464
4567,2419.032710792172
4569,2541.018627672333
4571,2439.8311215336935
4572,2565.123165273954
4580,2546.9312280105814
4587,2618.354631131383
4592,2495.4121451875994
4598,2581.764803454584
4599,2668.1351548433986
4600,2483.137278728215
4603,2585.0466070491075
4607,2384.3662034573804
4608,2475.916823314051
4612,2501.0659036598427
4622,2364.8781002834025
4627,2471.867418178462
4633,2571.2554610925413
4638,2543.27857133028
4643,2520.8943977171252
4644,2533.4211331456017
4650,2572.6801143944463
4651,2550.229293053819
4652,2573.3764705067215
4655,2429.219836639217
4657,2562.268486595976
4658,2578.871846676225
4659,2567.902210332719
4660,2630.984580799496
4661,2603.2867645874967
4667,2449.7172567270977
4668,2614.856106697495
4669,2466.965023904547
4677,2586.8242180151537
4678,2425.0755678443006
4679,2493.9705402819873
4680,2392.7024755827515
4682,2489.7909129304326
4684,2445.66770006437
4694,2444.571889770861
4695,2594.5290765163163
4699,2633.656877645584
4700,2708.0886914741773
4706,2567.5395049082695
4708,2663.7891671115794
4715,2510.5236239492688
4717,2616.137449378987
4721,2634.018073956842
4723,2628.8465418664646
4728,2469.8254248905196
4732,2351.1559988174113
4744,2395.5622943021867
4749,2429.7938036186088
4751,2445.2080898434874
4753,2368.37244504303
4761,2606.1064621755295
4766,2474.037807853089
4767,2534.760301635803
4772,2591.625415016718
4789,2467.854551614746
4790,2438.854144734849
4801,2379.280637953371
4802,2546.773115949151
4803,2540.6775169806815
4807,2606.9168564842466
4810,2547.877214347908
4820,2462.918768993286
4824,2657.060642723942
4835,2539.4333087143145
4837,2443.290304216413
4838,2544.714158637667
4841,2612.948314330994
4848,2549.0237387094635
4849,2542.3444428432767
4851,2545.1562069282654
4852,2591.3372564072797
4856,2523.3427800370578
